steam_id,TotalCaptures,TotalCapturesAll,TotalCapturesCoop,TotalHeroCaptures,TotalHeroCapturesAll,TotalHeroCapturesCoop,TotalKills,TotalKillsAll,TotalKillsCoop,TotalMVPs,TotalMVPsAll,TotalMVPsCoop
76561198139486016,9.0,40.0,31.0,2.0,5.0,3.0,168.0,694.0,526.0,5.0,23.0,18.0
76561198139962727,4.0,8.0,4.0,,,,5.0,47.0,42.0,2.0,2.0,
76561198140005744,,,,,,,7.0,7.0,,,,
76561198140231822,254.0,261.0,7.0,2.0,2.0,,1118.0,1213.0,95.0,7.0,12.0,5.0
76561198140820280,174.0,333.0,159.0,5.0,12.0,7.0,2337.0,5376.0,3039.0,101.0,172.0,71.0
76561198141457962,56.0,58.0,2.0,2.0,3.0,1.0,110.0,157.0,47.0,31.0,36.0,5.0
76561198141733370,1001.0,2001.0,1000.0,25.0,25.0,,100059.0,200100.0,100041.0,53.0,60.0,7.0
76561198141890063,56.0,171.0,115.0,2.0,8.0,6.0,343.0,2007.0,1664.0,24.0,54.0,30.0
76561198142133319,,,,,,,5.0,42.0,37.0,,2.0,2.0
76561198143026403,,,,,,,8.0,8.0,,,,
76561198143723392,5.0,5.0,,,,,168.0,196.0,28.0,1.0,1.0,
76561198143911944,,,,,,,,1.0,1.0,,1.0,1.0
76561198144109317,,,,,,,5.0,78.0,73.0,,4.0,4.0
76561198144186244,15.0,67.0,52.0,,3.0,3.0,333.0,673.0,340.0,1.0,1.0,
76561198144533517,,,,,,,35.0,35.0,,,,
76561198145567071,235.0,267.0,32.0,4.0,5.0,1.0,5309.0,5741.0,432.0,116.0,130.0,14.0
76561198145570899,83.0,119.0,36.0,2.0,6.0,4.0,1084.0,2007.0,923.0,23.0,58.0,35.0
76561198145584692,,11.0,11.0,,,,10.0,381.0,371.0,,4.0,4.0
76561198145602487,14.0,227.0,213.0,,26.0,26.0,217.0,4144.0,3927.0,10.0,175.0,165.0
76561198145709442,22.0,22.0,,6.0,6.0,,100.0,116.0,16.0,21.0,23.0,2.0
76561198146321011,,,,,,,,14.0,14.0,,,
76561198146509809,,,,,,,,7.0,7.0,,,
76561198146827204,,,,,,,1.0,1.0,,,,
76561198147094757,,1.0,1.0,,,,,14.0,14.0,,,
76561198147116592,,,,,,,1.0,1.0,,,,
76561198147158923,,3.0,3.0,,,,,16.0,16.0,,2.0,2.0
76561198147544899,,,,,,,1.0,9.0,8.0,,,
76561198148440667,10.0,17.0,7.0,,,,116.0,234.0,118.0,,3.0,3.0
76561198148782796,2.0,8.0,6.0,,2.0,2.0,89.0,158.0,69.0,1.0,3.0,2.0
76561198148937867,8.0,35.0,27.0,,1.0,1.0,46.0,453.0,407.0,3.0,12.0,9.0
76561198148946324,5.0,62.0,57.0,,3.0,3.0,50.0,867.0,817.0,,14.0,14.0
76561198149581757,4.0,15.0,11.0,,,,53.0,343.0,290.0,,7.0,7.0
76561198150619587,,,,,,,1.0,1.0,,,,
76561198151695440,1006.0,2006.0,1000.0,26.0,26.0,,100125.0,200125.0,100000.0,53.0,53.0,
76561198151966962,11.0,191.0,180.0,,2.0,2.0,189.0,2288.0,2099.0,7.0,27.0,20.0
76561198152231310,1.0,1.0,,,,,21.0,21.0,,,,
76561198152733443,53.0,59.0,6.0,1.0,1.0,,287.0,371.0,84.0,13.0,13.0,
76561198155002469,1.0,1.0,,,,,9.0,16.0,7.0,2.0,2.0,
76561198155296984,,,,,,,1.0,1.0,,,,
76561198155567677,1003.0,2003.0,1000.0,25.0,25.0,,100180.0,200180.0,100000.0,52.0,52.0,
76561198155857144,1.0,2.0,1.0,,1.0,1.0,29.0,58.0,29.0,,,
76561198156071215,1000.0,2.0,1000.0,25.0,,,100000.0,26.0,100000.0,50.0,1.0,
76561198156345251,,,,,,,,6.0,6.0,,,
76561198156466243,1.0,5.0,4.0,,,,6.0,62.0,56.0,1.0,6.0,5.0
76561198156637800,,333.0,333.0,,11.0,11.0,,3947.0,3947.0,,51.0,51.0
76561198157164998,,2.0,2.0,,,,,11.0,11.0,,2.0,2.0
76561198158587574,2.0,2.0,,,,,23.0,45.0,22.0,1.0,1.0,
76561198159116995,2.0,2.0,,,,,64.0,101.0,37.0,,,
76561198160606627,3.0,3.0,,2.0,2.0,,1.0,1.0,,,,
76561198160953929,,,,,,,11.0,11.0,,,,
76561198161050264,4.0,5.0,1.0,1.0,1.0,,6.0,14.0,8.0,1.0,1.0,
76561198161271194,,,,,,,1.0,5.0,4.0,,,
76561198161359782,40.0,68.0,28.0,4.0,4.0,,484.0,642.0,158.0,9.0,9.0,
76561198162054097,30.0,30.0,,,,,64.0,64.0,,9.0,9.0,
76561198162129512,,26.0,26.0,,3.0,3.0,,399.0,399.0,,4.0,4.0
76561198162385295,44.0,44.0,,1.0,1.0,,395.0,395.0,,6.0,6.0,
76561198162957753,,1.0,1.0,,,,,8.0,8.0,,,
76561198163638022,4.0,6.0,2.0,,,,167.0,207.0,40.0,5.0,10.0,5.0
76561198163990421,,5.0,5.0,,,,16.0,90.0,74.0,,1.0,1.0
76561198164938851,8.0,12.0,4.0,,,,4.0,163.0,159.0,2.0,6.0,4.0
76561198165144729,31.0,49.0,18.0,1.0,2.0,1.0,489.0,770.0,281.0,11.0,21.0,10.0
76561198165204231,6.0,6.0,,,,,194.0,244.0,50.0,20.0,20.0,
76561198165254549,,,,,,,4.0,4.0,,,,
76561198165538321,,,,,,,11.0,11.0,,,,
76561198165845654,,1.0,1.0,,,,,10.0,10.0,,,
76561198166867137,,,,,,,,17.0,17.0,,1.0,1.0
76561198167959068,13.0,13.0,,,,,113.0,113.0,,3.0,3.0,
76561198167970064,173.0,218.0,45.0,1.0,7.0,6.0,5888.0,7281.0,1393.0,123.0,140.0,17.0
76561198168481368,29.0,29.0,,,,,61.0,105.0,44.0,13.0,18.0,5.0
76561198168506588,4.0,4.0,,,,,62.0,62.0,,,,
76561198168677596,13.0,13.0,,,,,51.0,63.0,12.0,5.0,7.0,2.0
76561198168786519,8.0,14.0,6.0,1.0,1.0,,69.0,170.0,101.0,1.0,2.0,1.0
76561198169110463,93.0,101.0,8.0,2.0,5.0,3.0,1231.0,1394.0,163.0,16.0,25.0,9.0
76561198169456744,,9.0,9.0,,,,15.0,143.0,128.0,1.0,1.0,
76561198170616409,1.0,1.0,,,,,38.0,38.0,,1.0,1.0,
76561198171653431,46.0,352.0,306.0,8.0,14.0,6.0,124.0,7389.0,7265.0,35.0,91.0,56.0
76561198172307129,7.0,7.0,,,,,44.0,66.0,22.0,3.0,3.0,
76561198172795397,1000.0,,1000.0,25.0,,,100000.0,,100000.0,50.0,,
76561198174891403,,376.0,376.0,,22.0,22.0,11.0,6515.0,6504.0,,117.0,117.0
76561198175554945,2.0,3.0,1.0,,,,47.0,54.0,7.0,1.0,1.0,
76561198176398135,,3.0,3.0,,,,,12.0,12.0,,1.0,1.0
76561198176996605,9.0,10.0,1.0,1.0,1.0,,13.0,27.0,14.0,2.0,2.0,
76561198177175542,,4.0,4.0,,1.0,1.0,2.0,49.0,47.0,,4.0,4.0
76561198177881685,4.0,4.0,,,,,142.0,142.0,,4.0,4.0,
76561198177953898,10.0,50.0,40.0,4.0,8.0,4.0,69.0,523.0,454.0,10.0,46.0,36.0
76561198178748363,,,,,,,,3.0,3.0,,,
76561198179031987,10.0,11.0,1.0,,1.0,1.0,342.0,372.0,30.0,9.0,11.0,2.0
76561198179040478,1000.0,2001.0,1001.0,25.0,25.0,,100000.0,200020.0,100020.0,50.0,50.0,
76561198179510022,1.0,5.0,4.0,,2.0,2.0,,105.0,105.0,,17.0,17.0
76561198180158910,,3.0,3.0,,,,,16.0,16.0,,,
76561198181060865,19.0,29.0,10.0,,,,326.0,451.0,125.0,9.0,9.0,
76561198181681013,,,,,,,2.0,2.0,,,,
76561198183373023,,3.0,3.0,,,,14.0,58.0,44.0,,,
76561198183451361,,1.0,1.0,,,,,64.0,64.0,,4.0,4.0
76561198184184057,1.0,1.0,,,,,21.0,21.0,,,,
76561198184739334,,,,,,,,4.0,4.0,,1.0,1.0
76561198185492875,,1.0,1.0,,,,3.0,8.0,5.0,,1.0,1.0
76561198185666437,1000.0,48.0,1000.0,25.0,2.0,2.0,100000.0,517.0,100000.0,50.0,31.0,14.0
76561198186303242,119.0,224.0,105.0,3.0,5.0,2.0,351.0,1489.0,1138.0,51.0,62.0,11.0
76561198186545286,51.0,90.0,39.0,2.0,2.0,,1737.0,2003.0,266.0,22.0,29.0,7.0
76561198188543039,,,,,,,3.0,3.0,,,,
76561198188572833,,,,,,,,2.0,2.0,,,
76561198191679214,5.0,194.0,189.0,,22.0,22.0,14.0,2703.0,2689.0,1.0,65.0,64.0
76561198191821895,,1.0,1.0,,,,5.0,10.0,5.0,,,
76561198192701229,,3.0,3.0,,,,1.0,42.0,41.0,,,
76561198194319102,,,,,,,,25.0,25.0,,4.0,4.0
76561198194900966,35.0,75.0,40.0,1.0,2.0,1.0,161.0,841.0,680.0,25.0,37.0,12.0
76561198196786539,1002.0,2002.0,1000.0,25.0,27.0,2.0,100006.0,200043.0,100037.0,52.0,57.0,5.0
76561198197746050,1000.0,,1000.0,25.0,,,100000.0,,100000.0,50.0,,
76561198198926335,,,,,,,,13.0,13.0,,4.0,4.0
76561198199789282,,2.0,2.0,,,,,14.0,14.0,,,
76561198201288234,4.0,46.0,42.0,,3.0,3.0,81.0,588.0,507.0,,15.0,15.0
76561198201308490,,5.0,5.0,,1.0,1.0,48.0,121.0,73.0,1.0,4.0,3.0
76561198201722542,,,,,,,1.0,1.0,,,,
76561198202010565,1000.0,17.0,1000.0,25.0,3.0,2.0,100000.0,323.0,100000.0,50.0,32.0,19.0
76561198202070677,,,,,,,11.0,46.0,35.0,,4.0,4.0
76561198202349228,1000.0,5.0,1000.0,25.0,,,100000.0,226.0,100000.0,50.0,10.0,7.0
76561198202464347,11.0,13.0,2.0,1.0,1.0,,15.0,36.0,21.0,2.0,4.0,2.0
76561198202692042,10.0,12.0,2.0,1.0,1.0,,29.0,63.0,34.0,4.0,4.0,
76561198202905586,,7.0,7.0,,,,,54.0,54.0,,,
76561198203134758,10.0,13.0,3.0,,,,423.0,453.0,30.0,4.0,6.0,2.0
76561198203778525,2.0,18.0,16.0,,1.0,1.0,13.0,135.0,122.0,1.0,4.0,3.0
76561198203960653,11.0,11.0,,1.0,1.0,,53.0,56.0,3.0,5.0,5.0,
76561198204136992,1.0,1.0,,,,,1.0,2.0,1.0,,,
76561198204687428,1.0,12.0,11.0,1.0,3.0,2.0,168.0,416.0,248.0,,11.0,11.0
76561198204758163,,852.0,852.0,,6.0,6.0,,7074.0,7074.0,,95.0,95.0
76561198204790012,1000.0,2000.0,1000.0,25.0,25.0,,100000.0,200000.0,100000.0,50.0,50.0,
76561198205271060,,11.0,11.0,,,,6.0,242.0,236.0,1.0,3.0,2.0
76561198206135923,,3.0,3.0,,,,25.0,99.0,74.0,2.0,3.0,1.0
76561198206597243,8.0,8.0,,,,,148.0,148.0,,3.0,3.0,
76561198207492620,,,,,,,8.0,80.0,72.0,,,
76561198207741591,,7.0,7.0,,,,2.0,176.0,174.0,,9.0,9.0
76561198212345909,125.0,193.0,68.0,1.0,9.0,8.0,3211.0,4210.0,999.0,84.0,118.0,34.0
76561198212707976,1008.0,2008.0,1000.0,25.0,25.0,,100059.0,200059.0,100000.0,90.0,93.0,3.0
76561198213876481,,1.0,1.0,,,,,18.0,18.0,,,
76561198213968981,78.0,81.0,3.0,8.0,9.0,1.0,138.0,201.0,63.0,35.0,42.0,7.0
76561198217080339,4.0,4.0,,,,,4.0,37.0,33.0,,,
76561198217497809,,1.0,1.0,,,,1.0,18.0,17.0,,,
76561198217946023,101.0,105.0,4.0,1.0,2.0,1.0,2375.0,2434.0,59.0,21.0,33.0,12.0
76561198219377851,15.0,18.0,3.0,,,,258.0,315.0,57.0,1.0,1.0,
76561198219702196,3.0,3.0,,,,,4.0,14.0,10.0,,,
76561198223707424,,,,,,,1.0,1.0,,,,
76561198225143996,3.0,3.0,,,,,55.0,58.0,3.0,3.0,3.0,
76561198227763652,,1.0,1.0,,,,19.0,36.0,17.0,,,
76561198229029412,,12.0,12.0,,,,,140.0,140.0,,6.0,6.0
76561198229174632,24.0,32.0,8.0,,1.0,1.0,610.0,884.0,274.0,18.0,23.0,5.0
76561198231623832,18.0,134.0,116.0,,6.0,6.0,239.0,993.0,754.0,2.0,33.0,31.0
76561198232021756,11.0,11.0,,,,,605.0,618.0,13.0,4.0,4.0,
76561198232497248,69.0,368.0,299.0,4.0,167.0,163.0,772.0,6513.0,5741.0,33.0,504.0,471.0
76561198232546708,1.0,1.0,,,,,1.0,1.0,,,,
76561198232620456,1.0,1.0,,,,,17.0,17.0,,1.0,1.0,
76561198233410152,1.0,34.0,33.0,,5.0,5.0,3.0,428.0,425.0,,28.0,28.0
76561198234127256,,,,,,,,13.0,13.0,,,
76561198236215100,11.0,12.0,1.0,,,,73.0,123.0,50.0,8.0,12.0,4.0
76561198236262656,54.0,59.0,5.0,5.0,5.0,,259.0,303.0,44.0,22.0,22.0,
76561198237913488,84.0,87.0,3.0,,1.0,1.0,2995.0,3024.0,29.0,48.0,48.0,
76561198237918696,,,,,,,7.0,7.0,,,,
76561198239583178,3.0,3.0,,,,,9.0,9.0,,2.0,2.0,
